intermediate_percentage,entry_test_score,field,city_tier,suggested_program,university_tier
76.93,100.0,Arts/Humanities,Metro,Social Sciences,Top Public University
57.99,55.95,Pre-Engineering,Rural,Computer Science,Private University
63.38,59.55,Pre-Medical,Urban,Business Administration,Mid-Tier Public University
81.69,69.78,Pre-Engineering,Rural,Engineering,Mid-Tier Public University
48.67,68.01,Computer Science,Metro,Engineering,Private University
65.36,70.97,Arts/Humanities,Rural,Social Sciences,Private University
92.82,81.66,Commerce,Rural,Business Administration,Top Public University
89.26,62.55,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
58.81,46.98,Commerce,Urban,Business Administration,Mid-Tier Public University
51.03,45.53,Computer Science,Rural,Computer Science,Private University
86.43,84.72,Arts/Humanities,Urban,Social Sciences,Top Public University
71.0,55.6,Arts/Humanities,Rural,Social Sciences,Private University
71.53,64.7,Commerce,Rural,Social Sciences,Mid-Tier Public University
44.15,49.29,Arts/Humanities,Urban,Business Administration,Mid-Tier Public University
68.89,84.82,Arts/Humanities,Metro,Medicine (MBBS),Top Public University
44.22,52.79,Computer Science,Metro,Computer Science,Private University
63.29,68.19,Computer Science,Metro,Business Administration,Private University
95.1,100.0,Computer Science,Urban,Computer Science,Top Public University
86.13,84.96,Pre-Medical,Rural,Medicine (MBBS),Top Public University
91.28,100.0,Arts/Humanities,Metro,Social Sciences,Top Public University
68.2,50.31,Commerce,Urban,Business Administration,Mid-Tier Public University
73.21,59.09,Commerce,Urban,Social Sciences,Private University
61.5,54.66,Computer Science,Urban,Computer Science,Mid-Tier Public University
97.79,87.45,Pre-Engineering,Rural,Engineering,Top Public University
59.59,39.09,Pre-Medical,Metro,Social Sciences,Mid-Tier Public University
45.97,35.38,Arts/Humanities,Urban,Business Administration,Mid-Tier Public University
60.35,56.53,Arts/Humanities,Metro,Business Administration,Private University
83.29,65.95,Pre-Engineering,Rural,Engineering,Mid-Tier Public University
59.35,69.73,Pre-Engineering,Urban,Social Sciences,Private University
70.2,66.34,Pre-Engineering,Metro,Business Administration,Top Public University
45.61,54.55,Arts/Humanities,Urban,Engineering,Private University
57.21,54.27,Arts/Humanities,Urban,Business Administration,Private University
47.2,39.94,Arts/Humanities,Metro,Social Sciences,Private University
49.91,46.83,Computer Science,Urban,Business Administration,Private University
63.0,61.31,Arts/Humanities,Metro,Social Sciences,Private University
75.59,66.9,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
95.88,100.0,Pre-Engineering,Urban,Engineering,Top Public University
75.31,71.15,Computer Science,Urban,Computer Science,Mid-Tier Public University
50.27,72.5,Commerce,Urban,Engineering,Private University
50.03,67.84,Computer Science,Urban,Social Sciences,Mid-Tier Public University
43.58,35.91,Computer Science,Rural,Social Sciences,Private University
64.81,78.6,Computer Science,Urban,Computer Science,Mid-Tier Public University
51.77,54.98,Arts/Humanities,Urban,Social Sciences,Private University
63.01,61.6,Computer Science,Urban,Computer Science,Private University
49.28,65.85,Commerce,Metro,Business Administration,Private University
90.1,73.43,Commerce,Metro,Business Administration,Mid-Tier Public University
61.85,58.61,Computer Science,Metro,Social Sciences,Private University
77.7,78.46,Commerce,Rural,Business Administration,Mid-Tier Public University
62.14,72.08,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
100.0,90.35,Commerce,Urban,Business Administration,Top Public University
45.05,44.94,Commerce,Metro,Social Sciences,Private University
75.03,77.25,Pre-Engineering,Rural,Engineering,Top Public University
88.07,79.94,Commerce,Metro,Business Administration,Top Public University
66.88,76.82,Pre-Engineering,Rural,Social Sciences,Top Public University
82.09,93.92,Arts/Humanities,Urban,Social Sciences,Top Public University
66.95,59.6,Commerce,Urban,Business Administration,Private University
84.95,99.37,Pre-Medical,Metro,Medicine (MBBS),Top Public University
67.5,60.12,Arts/Humanities,Metro,Business Administration,Mid-Tier Public University
94.56,97.06,Commerce,Rural,Business Administration,Top Public University
44.45,50.38,Computer Science,Rural,Business Administration,Private University
79.99,79.62,Pre-Engineering,Metro,Engineering,Mid-Tier Public University
60.76,73.68,Pre-Engineering,Rural,Business Administration,Mid-Tier Public University
61.94,49.28,Computer Science,Urban,Social Sciences,Mid-Tier Public University
77.04,76.26,Computer Science,Metro,Computer Science,Mid-Tier Public University
58.75,49.16,Commerce,Urban,Social Sciences,Private University
58.13,83.88,Pre-Engineering,Rural,Social Sciences,Top Public University
77.07,98.13,Pre-Engineering,Urban,Engineering,Top Public University
51.25,48.0,Commerce,Metro,Computer Science,Private University
64.4,69.99,Arts/Humanities,Urban,Engineering,Mid-Tier Public University
83.9,95.04,Commerce,Rural,Business Administration,Top Public University
55.63,51.67,Commerce,Urban,Computer Science,Private University
86.57,60.15,Pre-Medical,Rural,Medicine (MBBS),Top Public University
51.66,42.39,Arts/Humanities,Urban,Medicine (MBBS),Mid-Tier Public University
71.74,67.61,Computer Science,Urban,Computer Science,Mid-Tier Public University
69.17,57.74,Pre-Engineering,Urban,Computer Science,Mid-Tier Public University
46.53,40.04,Arts/Humanities,Metro,Engineering,Mid-Tier Public University
79.57,76.75,Computer Science,Rural,Computer Science,Top Public University
46.02,39.86,Computer Science,Rural,Social Sciences,Mid-Tier Public University
88.79,96.48,Pre-Engineering,Rural,Engineering,Top Public University
90.84,100.0,Arts/Humanities,Urban,Social Sciences,Top Public University
57.8,42.89,Pre-Medical,Urban,Social Sciences,Private University
68.56,52.86,Pre-Engineering,Rural,Social Sciences,Mid-Tier Public University
64.6,73.53,Pre-Medical,Urban,Computer Science,Private University
45.43,51.6,Arts/Humanities,Metro,Business Administration,Private University
54.49,67.53,Computer Science,Urban,Business Administration,Private University
66.27,58.4,Arts/Humanities,Metro,Computer Science,Private University
67.14,76.11,Pre-Medical,Urban,Business Administration,Mid-Tier Public University
86.23,97.3,Commerce,Metro,Business Administration,Top Public University
60.08,61.8,Computer Science,Metro,Computer Science,Mid-Tier Public University
58.83,59.43,Arts/Humanities,Rural,Engineering,Mid-Tier Public University
77.57,88.25,Commerce,Urban,Business Administration,Top Public University
79.15,52.68,Commerce,Metro,Business Administration,Mid-Tier Public University
63.71,68.06,Computer Science,Rural,Computer Science,Mid-Tier Public University
70.65,73.68,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
58.55,67.98,Arts/Humanities,Rural,Business Administration,Private University
64.96,77.54,Computer Science,Urban,Social Sciences,Mid-Tier Public University
35.09,34.0,Arts/Humanities,Rural,Business Administration,Private University
40.47,32.74,Commerce,Urban,Computer Science,Private University
80.45,70.12,Pre-Engineering,Urban,Engineering,Private University
57.56,69.26,Arts/Humanities,Rural,Business Administration,Mid-Tier Public University
50.62,34.44,Arts/Humanities,Rural,Social Sciences,Private University
75.02,65.38,Computer Science,Urban,Computer Science,Top Public University
98.83,91.76,Arts/Humanities,Rural,Social Sciences,Top Public University
83.17,90.22,Arts/Humanities,Metro,Social Sciences,Top Public University
74.0,60.13,Pre-Medical,Metro,Social Sciences,Private University
67.74,60.62,Commerce,Rural,Social Sciences,Mid-Tier Public University
95.59,93.63,Commerce,Metro,Business Administration,Private University
94.37,100.0,Commerce,Urban,Business Administration,Top Public University
71.77,69.1,Pre-Engineering,Urban,Business Administration,Private University
63.05,77.9,Commerce,Urban,Social Sciences,Private University
70.02,65.01,Computer Science,Rural,Business Administration,Mid-Tier Public University
76.53,80.12,Pre-Engineering,Rural,Engineering,Top Public University
66.1,74.47,Commerce,Urban,Business Administration,Mid-Tier Public University
60.62,51.03,Commerce,Urban,Business Administration,Private University
59.03,62.0,Arts/Humanities,Metro,Social Sciences,Mid-Tier Public University
45.88,42.52,Computer Science,Urban,Business Administration,Mid-Tier Public University
63.91,57.79,Commerce,Urban,Social Sciences,Mid-Tier Public University
72.15,68.58,Arts/Humanities,Rural,Business Administration,Private University
47.61,59.54,Arts/Humanities,Metro,Computer Science,Mid-Tier Public University
54.32,37.14,Arts/Humanities,Urban,Computer Science,Private University
82.19,81.73,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
54.85,78.29,Computer Science,Urban,Social Sciences,Mid-Tier Public University
72.93,52.33,Pre-Engineering,Metro,Engineering,Private University
50.24,53.69,Computer Science,Metro,Social Sciences,Mid-Tier Public University
37.33,61.29,Computer Science,Urban,Engineering,Private University
72.25,73.88,Commerce,Urban,Business Administration,Top Public University
75.99,100.0,Pre-Engineering,Metro,Engineering,Top Public University
70.01,68.19,Arts/Humanities,Urban,Computer Science,Mid-Tier Public University
65.66,73.78,Arts/Humanities,Urban,Business Administration,Top Public University
88.4,86.29,Pre-Medical,Rural,Medicine (MBBS),Top Public University
61.75,52.58,Commerce,Metro,Computer Science,Private University
54.21,64.11,Commerce,Urban,Computer Science,Private University
70.03,75.18,Arts/Humanities,Metro,Engineering,Mid-Tier Public University
82.09,64.39,Computer Science,Rural,Computer Science,Mid-Tier Public University
71.25,74.64,Arts/Humanities,Urban,Computer Science,Top Public University
81.78,91.21,Pre-Engineering,Urban,Engineering,Top Public University
89.48,100.0,Arts/Humanities,Urban,Social Sciences,Top Public University
54.33,66.81,Pre-Medical,Urban,Medicine (MBBS),Private University
64.18,73.21,Pre-Medical,Metro,Medicine (MBBS),Top Public University
62.17,81.79,Pre-Medical,Metro,Computer Science,Mid-Tier Public University
74.94,61.18,Arts/Humanities,Metro,Social Sciences,Mid-Tier Public University
41.78,30.26,Commerce,Rural,Social Sciences,Private University
80.58,83.61,Computer Science,Urban,Computer Science,Top Public University
45.06,55.83,Computer Science,Urban,Business Administration,Mid-Tier Public University
71.71,79.82,Computer Science,Urban,Engineering,Top Public University
61.0,52.08,Commerce,Urban,Computer Science,Private University
59.1,62.5,Pre-Medical,Rural,Social Sciences,Mid-Tier Public University
74.2,84.39,Pre-Engineering,Rural,Business Administration,Mid-Tier Public University
47.21,44.21,Pre-Engineering,Urban,Social Sciences,Private University
74.66,77.8,Computer Science,Rural,Engineering,Private University
60.83,65.29,Computer Science,Rural,Computer Science,Private University
45.19,42.89,Arts/Humanities,Metro,Social Sciences,Private University
80.7,100.0,Arts/Humanities,Rural,Social Sciences,Top Public University
47.3,46.4,Pre-Engineering,Urban,Business Administration,Private University
74.89,66.75,Computer Science,Urban,Medicine (MBBS),Mid-Tier Public University
59.66,74.23,Commerce,Urban,Business Administration,Top Public University
60.12,52.69,Commerce,Rural,Social Sciences,Private University
86.36,100.0,Computer Science,Metro,Computer Science,Mid-Tier Public University
70.16,62.13,Pre-Engineering,Urban,Social Sciences,Mid-Tier Public University
62.31,71.76,Computer Science,Metro,Social Sciences,Top Public University
78.94,77.5,Pre-Medical,Metro,Medicine (MBBS),Top Public University
58.75,53.67,Pre-Medical,Urban,Medicine (MBBS),Mid-Tier Public University
89.51,87.25,Pre-Engineering,Rural,Engineering,Top Public University
56.48,32.97,Arts/Humanities,Metro,Engineering,Private University
73.68,50.8,Arts/Humanities,Metro,Social Sciences,Private University
57.16,68.02,Commerce,Metro,Business Administration,Mid-Tier Public University
76.23,100.0,Commerce,Urban,Business Administration,Mid-Tier Public University
52.52,36.35,Pre-Engineering,Urban,Business Administration,Private University
64.28,55.62,Computer Science,Urban,Social Sciences,Private University
76.35,86.55,Arts/Humanities,Metro,Social Sciences,Private University
46.1,43.65,Arts/Humanities,Urban,Computer Science,Private University
62.65,69.79,Pre-Engineering,Urban,Engineering,Top Public University
71.56,50.29,Arts/Humanities,Metro,Engineering,Private University
58.02,63.22,Pre-Engineering,Metro,Social Sciences,Private University
60.09,49.22,Commerce,Metro,Computer Science,Mid-Tier Public University
75.61,87.01,Pre-Engineering,Urban,Engineering,Mid-Tier Public University
78.23,75.49,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
41.7,48.42,Commerce,Rural,Engineering,Top Public University
51.84,53.01,Arts/Humanities,Metro,Business Administration,Private University
33.0,22.04,Commerce,Urban,Computer Science,Mid-Tier Public University
64.13,82.33,Commerce,Rural,Business Administration,Mid-Tier Public University
73.92,75.06,Arts/Humanities,Metro,Social Sciences,Mid-Tier Public University
51.59,59.3,Pre-Engineering,Metro,Medicine (MBBS),Private University
46.47,75.05,Commerce,Rural,Computer Science,Mid-Tier Public University
71.08,76.19,Pre-Engineering,Urban,Computer Science,Top Public University
56.62,41.74,Pre-Engineering,Metro,Computer Science,Private University
95.27,69.42,Computer Science,Metro,Computer Science,Top Public University
86.56,68.66,Commerce,Metro,Business Administration,Mid-Tier Public University
36.64,42.78,Commerce,Urban,Business Administration,Mid-Tier Public University
74.7,58.53,Pre-Engineering,Urban,Computer Science,Mid-Tier Public University
74.38,67.93,Arts/Humanities,Rural,Business Administration,Private University
75.17,68.86,Computer Science,Rural,Computer Science,Top Public University
64.01,71.18,Pre-Engineering,Urban,Engineering,Private University
42.6,41.66,Computer Science,Urban,Social Sciences,Mid-Tier Public University
